fault_id,channel,fault_type,param_type,param_value,channel_mad_used,start_idx,end_idx,n_samples,start_ts,end_ts,day,split,overlaps_real_event
37,scd_temp_c,gradual_shift,amplitude_mad_multiple,1.0,0.0133514404296875,100894,100953,60,2026-07-23 02:36:44.892813+00:00,2026-07-23 03:06:14.897771+00:00,2026-07-23,test,True
38,scd_temp_c,gradual_shift,amplitude_mad_multiple,2.0,0.0133514404296875,79109,79168,60,2026-07-15 13:04:12.957535+00:00,2026-07-15 13:33:42.962390+00:00,2026-07-15,test,False
39,scd_temp_c,gradual_shift,amplitude_mad_multiple,2.0,0.0133514404296875,165283,165342,60,2026-08-14 11:16:22.329749+00:00,2026-08-14 11:45:52.334580+00:00,2026-08-14,train,False
40,scd_temp_c,gradual_shift,amplitude_mad_multiple,2.0,0.0133514404296875,97168,97227,60,2026-07-21 19:33:44.556958+00:00,2026-07-21 20:03:14.561727+00:00,2026-07-21,train,False
41,scd_temp_c,gradual_shift,amplitude_mad_multiple,2.0,0.0133514404296875,23526,23585,60,2026-06-26 05:15:16.451446+00:00,2026-06-26 05:44:46.456395+00:00,2026-06-26,test,False
42,scd_temp_c,gradual_shift,amplitude_mad_multiple,2.0,0.0133514404296875,29252,29311,60,2026-06-28 04:58:16.962152+00:00,2026-06-28 05:27:46.967074+00:00,2026-06-28,train,True
43,scd_temp_c,gradual_shift,amplitude_mad_multiple,2.0,0.0133514404296875,253386,253445,60,2026-09-16 05:36:37.584603+00:00,2026-09-16 06:06:07.589369+00:00,2026-09-16,train,True
44,scd_temp_c,gradual_shift,amplitude_mad_multiple,2.0,0.0133514404296875,238778,238837,60,2026-09-09 08:38:19.072094+00:00,2026-09-09 09:07:49.076906+00:00,2026-09-09,train,False
45,scd_temp_c,gradual_shift,amplitude_mad_multiple,2.0,0.0133514404296875,183952,184011,60,2026-08-21 07:45:14.358364+00:00,2026-08-21 08:14:44.363185+00:00,2026-08-21,train,True
46,scd_temp_c,gradual_shift,amplitude_mad_multiple,2.0,0.0133514404296875,70696,70755,60,2026-07-12 14:57:42.238854+00:00,2026-07-12 15:27:12.243645+00:00,2026-07-12,test,False
47,scd_temp_c,gradual_shift,amplitude_mad_multiple,2.0,0.0133514404296875,255976,256035,60,2026-09-17 03:11:37.804809+00:00,2026-09-17 03:41:07.809650+00:00,2026-09-17,train,False
48,scd_temp_c,gradual_shift,amplitude_mad_multiple,2.0,0.0133514404296875,203558,203617,60,2026-08-28 03:08:16.031567+00:00,2026-08-28 03:37:46.036427+00:00,2026-08-28,train,False
49,scd_temp_c,gradual_shift,amplitude_mad_multiple,2.0,0.0133514404296875,187767,187826,60,2026-08-22 15:32:44.682718+00:00,2026-08-22 16:02:14.688108+00:00,2026-08-22,train,False
50,scd_temp_c,gradual_shift,amplitude_mad_multiple,2.0,0.0133514404296875,119578,119637,60,2026-07-29 14:19:27.210137+00:00,2026-07-29 14:48:57.227053+00:00,2026-07-29,train,False
51,scd_temp_c,gradual_shift,amplitude_mad_multiple,2.0,0.0133514404296875,71644,71703,60,2026-07-12 22:51:42.317853+00:00,2026-07-12 23:21:12.322690+00:00,2026-07-13,train,True
52,scd_temp_c,gradual_shift,amplitude_mad_multiple,2.0,0.0133514404296875,23816,23875,60,2026-06-26 07:40:16.475543+00:00,2026-06-26 08:09:46.480401+00:00,2026-06-26,test,False
53,scd_temp_c,gradual_shift,amplitude_mad_multiple,2.0,0.0133514404296875,237741,237800,60,2026-09-08 23:59:48.978288+00:00,2026-09-09 00:29:18.983150+00:00,2026-09-09,train,False
54,scd_temp_c,gradual_shift,amplitude_mad_multiple,2.0,0.0133514404296875,119486,119545,60,2026-07-29 13:33:27.193203+00:00,2026-07-29 14:02:57.203780+00:00,2026-07-29,train,True
55,scd_temp_c,gradual_shift,amplitude_mad_multiple,2.0,0.0133514404296875,53296,53355,60,2026-07-06 13:57:40.592260+00:00,2026-07-06 14:27:10.597120+00:00,2026-07-06,train,False
56,scd_temp_c,gradual_shift,amplitude_mad_multiple,2.0,0.0133514404296875,82342,82401,60,2026-07-16 16:00:43.238038+00:00,2026-07-16 16:30:13.242896+00:00,2026-07-16,test,False
57,scd_temp_c,gradual_shift,amplitude_mad_multiple,2.0,0.0133514404296875,153593,153652,60,2026-08-10 09:51:21.033751+00:00,2026-08-10 10:20:51.038441+00:00,2026-08-10,train,False
58,scd_temp_c,gradual_shift,amplitude_mad_multiple,4.0,0.0133514404296875,198452,198511,60,2026-08-26 08:35:15.596711+00:00,2026-08-26 09:04:45.601488+00:00,2026-08-26,test,True
59,scd_temp_c,gradual_shift,amplitude_mad_multiple,4.0,0.0133514404296875,190293,190352,60,2026-08-23 12:35:44.896950+00:00,2026-08-23 13:05:14.901767+00:00,2026-08-23,train,False
60,scd_temp_c,gradual_shift,amplitude_mad_multiple,4.0,0.0133514404296875,112611,112670,60,2026-07-27 04:15:20.979420+00:00,2026-07-27 04:44:50.984285+00:00,2026-07-27,train,False
61,scd_temp_c,gradual_shift,amplitude_mad_multiple,4.0,0.0133514404296875,163966,164025,60,2026-08-14 00:17:52.142300+00:00,2026-08-14 00:47:22.152690+00:00,2026-08-14,train,True
62,scd_temp_c,gradual_shift,amplitude_mad_multiple,4.0,0.0133514404296875,152318,152377,60,2026-08-09 23:13:50.922043+00:00,2026-08-09 23:43:20.926933+00:00,2026-08-10,train,False
63,scd_temp_c,gradual_shift,amplitude_mad_multiple,4.0,0.0133514404296875,171104,171163,60,2026-08-16 11:46:52.864884+00:00,2026-08-16 12:16:22.869816+00:00,2026-08-16,train,False
64,scd_temp_c,gradual_shift,amplitude_mad_multiple,4.0,0.0133514404296875,21924,21983,60,2026-06-25 15:36:18.710256+00:00,2026-06-25 16:05:48.715084+00:00,2026-06-25,train,True
65,scd_temp_c,gradual_shift,amplitude_mad_multiple,4.0,0.0133514404296875,111080,111139,60,2026-07-26 15:29:50.852460+00:00,2026-07-26 15:59:20.857372+00:00,2026-07-26,test,False
66,scd_temp_c,gradual_shift,amplitude_mad_multiple,4.0,0.0133514404296875,129541,129600,60,2026-08-02 01:25:18.371592+00:00,2026-08-02 01:54:48.376560+00:00,2026-08-02,train,False
67,scd_temp_c,gradual_shift,amplitude_mad_multiple,4.0,0.0133514404296875,87684,87743,60,2026-07-18 12:31:43.707789+00:00,2026-07-18 13:01:13.714296+00:00,2026-07-18,train,False
68,scd_temp_c,gradual_shift,amplitude_mad_multiple,4.0,0.0133514404296875,25910,25969,60,2026-06-27 01:07:16.662269+00:00,2026-06-27 01:36:46.667134+00:00,2026-06-27,train,False
69,scd_temp_c,gradual_shift,amplitude_mad_multiple,4.0,0.0133514404296875,157169,157228,60,2026-08-11 15:39:21.398965+00:00,2026-08-11 16:08:51.405231+00:00,2026-08-11,train,False
70,scd_temp_c,gradual_shift,amplitude_mad_multiple,4.0,0.0133514404296875,43471,43530,60,2026-07-03 04:03:14.255936+00:00,2026-07-03 04:32:44.260764+00:00,2026-07-03,train,False
71,scd_temp_c,gradual_shift,amplitude_mad_multiple,4.0,0.0133514404296875,245933,245992,60,2026-09-11 20:15:49.679004+00:00,2026-09-11 20:45:19.683872+00:00,2026-09-11,test,True
72,scd_temp_c,gradual_shift,amplitude_mad_multiple,4.0,0.0133514404296875,153312,153371,60,2026-08-10 07:30:51.010388+00:00,2026-08-10 08:00:21.015316+00:00,2026-08-10,train,True
73,scd_temp_c,gradual_shift,amplitude_mad_multiple,4.0,0.0133514404296875,90428,90487,60,2026-07-19 11:23:43.948211+00:00,2026-07-19 11:53:13.953090+00:00,2026-07-19,train,False
74,scd_temp_c,gradual_shift,amplitude_mad_multiple,4.0,0.0133514404296875,155762,155821,60,2026-08-11 03:55:51.257079+00:00,2026-08-11 04:25:21.264268+00:00,2026-08-11,train,False
75,scd_temp_c,gradual_shift,amplitude_mad_multiple,8.0,0.0133514404296875,6133,6192,60,2026-06-20 00:33:43.005463+00:00,2026-06-20 01:03:13.010291+00:00,2026-06-20,train,False
76,scd_temp_c,gradual_shift,amplitude_mad_multiple,8.0,0.0133514404296875,253532,253591,60,2026-09-16 06:49:37.596426+00:00,2026-09-16 07:19:07.601252+00:00,2026-09-16,train,False
77,scd_temp_c,gradual_shift,amplitude_mad_multiple,8.0,0.0133514404296875,127448,127507,60,2026-08-01 07:58:48.196563+00:00,2026-08-01 08:28:18.201533+00:00,2026-08-01,test,False
78,scd_temp_c,gradual_shift,amplitude_mad_multiple,8.0,0.0133514404296875,205885,205944,60,2026-08-28 22:31:46.229463+00:00,2026-08-28 23:01:16.234263+00:00,2026-08-29,test,True
79,scd_temp_c,gradual_shift,amplitude_mad_multiple,8.0,0.0133514404296875,20756,20815,60,2026-06-25 05:52:18.614307+00:00,2026-06-25 06:21:48.619187+00:00,2026-06-25,train,True
80,scd_temp_c,gradual_shift,amplitude_mad_multiple,8.0,0.0133514404296875,128024,128083,60,2026-08-01 12:46:48.244977+00:00,2026-08-01 13:16:18.249859+00:00,2026-08-01,test,False
81,scd_temp_c,gradual_shift,amplitude_mad_multiple,8.0,0.0133514404296875,130255,130314,60,2026-08-02 07:22:18.432022+00:00,2026-08-02 07:51:48.436973+00:00,2026-08-02,train,False
82,scd_temp_c,gradual_shift,amplitude_mad_multiple,8.0,0.0133514404296875,246476,246535,60,2026-09-12 00:47:19.732476+00:00,2026-09-12 01:16:49.737721+00:00,2026-09-12,train,False
83,scd_temp_c,gradual_shift,amplitude_mad_multiple,8.0,0.0133514404296875,150700,150759,60,2026-08-09 09:44:50.751133+00:00,2026-08-09 10:14:20.758547+00:00,2026-08-09,train,True
84,scd_temp_c,gradual_shift,amplitude_mad_multiple,8.0,0.0133514404296875,125530,125589,60,2026-07-31 15:59:48.019759+00:00,2026-07-31 16:29:18.024696+00:00,2026-07-31,train,False
85,scd_temp_c,gradual_shift,amplitude_mad_multiple,8.0,0.0133514404296875,71231,71290,60,2026-07-12 19:25:12.283179+00:00,2026-07-12 19:54:42.288048+00:00,2026-07-12,test,False
86,scd_temp_c,gradual_shift,amplitude_mad_multiple,8.0,0.0133514404296875,87358,87417,60,2026-07-18 09:48:43.680109+00:00,2026-07-18 10:18:13.685113+00:00,2026-07-18,train,False
87,scd_temp_c,gradual_shift,amplitude_mad_multiple,8.0,0.0133514404296875,137168,137227,60,2026-08-04 16:58:49.310854+00:00,2026-08-04 17:28:19.320624+00:00,2026-08-04,train,True
88,scd_temp_c,gradual_shift,amplitude_mad_multiple,8.0,0.0133514404296875,3855,3914,60,2026-06-19 05:34:42.820482+00:00,2026-06-19 06:04:12.825260+00:00,2026-06-19,test,False
89,scd_temp_c,gradual_shift,amplitude_mad_multiple,8.0,0.0133514404296875,217249,217308,60,2026-09-01 21:13:47.205824+00:00,2026-09-01 21:43:17.210928+00:00,2026-09-02,train,False
90,scd_temp_c,gradual_shift,amplitude_mad_multiple,8.0,0.0133514404296875,236033,236092,60,2026-09-08 09:45:48.831566+00:00,2026-09-08 10:15:18.836449+00:00,2026-09-08,train,False
91,scd_temp_c,gradual_shift,amplitude_mad_multiple,8.0,0.0133514404296875,34902,34961,60,2026-06-30 04:06:21.043604+00:00,2026-06-30 04:35:51.050711+00:00,2026-06-30,train,True
92,scd_temp_c,gradual_shift,amplitude_mad_multiple,8.0,0.0133514404296875,144301,144360,60,2026-08-07 04:25:20.102965+00:00,2026-08-07 04:54:50.107952+00:00,2026-08-07,train,False
93,scd_temp_c,gradual_shift,amplitude_mad_multiple,8.0,0.0133514404296875,27294,27353,60,2026-06-27 12:39:16.785466+00:00,2026-06-27 13:08:46.790378+00:00,2026-06-27,train,False
94,scd_temp_c,spike,amplitude_mad_multiple,0.5,0.0133514404296875,175305,175305,1,2026-08-17 22:47:41.441149+00:00,2026-08-17 22:47:41.441149+00:00,2026-08-18,train,False
95,scd_temp_c,spike,amplitude_mad_multiple,0.5,0.0133514404296875,64680,64680,1,2026-07-10 12:49:41.722683+00:00,2026-07-10 12:49:41.722683+00:00,2026-07-10,test,False
96,scd_temp_c,spike,amplitude_mad_multiple,0.5,0.0133514404296875,191125,191125,1,2026-08-23 19:31:44.965759+00:00,2026-08-23 19:31:44.965759+00:00,2026-08-23,train,False
97,scd_temp_c,spike,amplitude_mad_multiple,0.5,0.0133514404296875,83251,83251,1,2026-07-16 23:35:13.314854+00:00,2026-07-16 23:35:13.314854+00:00,2026-07-17,train,False
98,scd_temp_c,spike,amplitude_mad_multiple,0.5,0.0133514404296875,243070,243070,1,2026-09-10 20:24:19.436791+00:00,2026-09-10 20:24:19.436791+00:00,2026-09-10,train,False
99,scd_temp_c,spike,amplitude_mad_multiple,0.5,0.0133514404296875,60008,60008,1,2026-07-08 21:53:41.329402+00:00,2026-07-08 21:53:41.329402+00:00,2026-07-09,train,False
100,scd_temp_c,spike,amplitude_mad_multiple,0.5,0.0133514404296875,147865,147865,1,2026-08-08 10:07:20.470612+00:00,2026-08-08 10:07:20.470612+00:00,2026-08-08,train,False
101,scd_temp_c,spike,amplitude_mad_multiple,0.5,0.0133514404296875,82450,82450,1,2026-07-16 16:54:43.246897+00:00,2026-07-16 16:54:43.246897+00:00,2026-07-16,test,False
102,scd_temp_c,spike,amplitude_mad_multiple,0.5,0.0133514404296875,214236,214236,1,2026-08-31 20:07:16.939038+00:00,2026-08-31 20:07:16.939038+00:00,2026-08-31,train,False
103,scd_temp_c,spike,amplitude_mad_multiple,0.5,0.0133514404296875,54005,54005,1,2026-07-06 19:52:10.650425+00:00,2026-07-06 19:52:10.650425+00:00,2026-07-06,train,False
104,scd_temp_c,spike,amplitude_mad_multiple,0.5,0.0133514404296875,76091,76091,1,2026-07-14 11:55:12.698622+00:00,2026-07-14 11:55:12.698622+00:00,2026-07-14,train,True
105,scd_temp_c,spike,amplitude_mad_multiple,0.5,0.0133514404296875,238119,238119,1,2026-09-09 03:08:49.014653+00:00,2026-09-09 03:08:49.014653+00:00,2026-09-09,train,False
106,scd_temp_c,spike,amplitude_mad_multiple,0.5,0.0133514404296875,246542,246542,1,2026-09-12 01:20:19.738291+00:00,2026-09-12 01:20:19.738291+00:00,2026-09-12,train,False
107,scd_temp_c,spike,amplitude_mad_multiple,0.5,0.0133514404296875,140660,140660,1,2026-08-05 22:04:49.760820+00:00,2026-08-05 22:04:49.760820+00:00,2026-08-06,train,False
108,scd_temp_c,spike,amplitude_mad_multiple,0.5,0.0133514404296875,261429,261429,1,2026-09-19 00:38:08.286290+00:00,2026-09-19 00:38:08.286290+00:00,2026-09-19,test,False
109,scd_temp_c,spike,amplitude_mad_multiple,0.5,0.0133514404296875,24701,24701,1,2026-06-26 15:02:46.554359+00:00,2026-06-26 15:02:46.554359+00:00,2026-06-26,test,False
110,scd_temp_c,spike,amplitude_mad_multiple,0.5,0.0133514404296875,232265,232265,1,2026-09-07 02:21:48.505758+00:00,2026-09-07 02:21:48.505758+00:00,2026-09-07,test,False
111,scd_temp_c,spike,amplitude_mad_multiple,0.5,0.0133514404296875,29790,29790,1,2026-06-28 09:27:17.011460+00:00,2026-06-28 09:27:17.011460+00:00,2026-06-28,train,False
112,scd_temp_c,spike,amplitude_mad_multiple,0.5,0.0133514404296875,83004,83004,1,2026-07-16 21:31:43.293998+00:00,2026-07-16 21:31:43.293998+00:00,2026-07-17,train,True
113,scd_temp_c,spike,amplitude_mad_multiple,0.5,0.0133514404296875,107057,107057,1,2026-07-25 05:58:20.416781+00:00,2026-07-25 05:58:20.416781+00:00,2026-07-25,train,False
114,scd_temp_c,spike,amplitude_mad_multiple,1.0,0.0133514404296875,24666,24666,1,2026-06-26 14:45:16.551519+00:00,2026-06-26 14:45:16.551519+00:00,2026-06-26,test,False
115,scd_temp_c,spike,amplitude_mad_multiple,1.0,0.0133514404296875,98096,98096,1,2026-07-22 03:17:44.632428+00:00,2026-07-22 03:17:44.632428+00:00,2026-07-22,train,False
116,scd_temp_c,spike,amplitude_mad_multiple,1.0,0.0133514404296875,248751,248751,1,2026-09-12 19:44:49.933684+00:00,2026-09-12 19:44:49.933684+00:00,2026-09-12,train,False
117,scd_temp_c,spike,amplitude_mad_multiple,1.0,0.0133514404296875,19601,19601,1,2026-06-24 16:56:51.877180+00:00,2026-06-24 16:56:51.877180+00:00,2026-06-24,train,False
118,scd_temp_c,spike,amplitude_mad_multiple,1.0,0.0133514404296875,41895,41895,1,2026-07-02 14:55:14.125448+00:00,2026-07-02 14:55:14.125448+00:00,2026-07-02,train,False
119,scd_temp_c,spike,amplitude_mad_multiple,1.0,0.0133514404296875,96187,96187,1,2026-07-21 11:23:14.474665+00:00,2026-07-21 11:23:14.474665+00:00,2026-07-21,train,False
120,scd_temp_c,spike,amplitude_mad_multiple,1.0,0.0133514404296875,228870,228870,1,2026-09-05 22:04:18.216184+00:00,2026-09-05 22:04:18.216184+00:00,2026-09-06,test,False
121,scd_temp_c,spike,amplitude_mad_multiple,1.0,0.0133514404296875,72314,72314,1,2026-07-13 04:26:42.372565+00:00,2026-07-13 04:26:42.372565+00:00,2026-07-13,train,False
122,scd_temp_c,spike,amplitude_mad_multiple,1.0,0.0133514404296875,203744,203744,1,2026-08-28 04:41:16.046898+00:00,2026-08-28 04:41:16.046898+00:00,2026-08-28,train,False
123,scd_temp_c,spike,amplitude_mad_multiple,1.0,0.0133514404296875,130453,130453,1,2026-08-02 09:01:18.448637+00:00,2026-08-02 09:01:18.448637+00:00,2026-08-02,train,False
124,scd_temp_c,spike,amplitude_mad_multiple,1.0,0.0133514404296875,39560,39560,1,2026-07-01 19:27:43.929803+00:00,2026-07-01 19:27:43.929803+00:00,2026-07-01,test,False
125,scd_temp_c,spike,amplitude_mad_multiple,1.0,0.0133514404296875,71800,71800,1,2026-07-13 00:09:42.330676+00:00,2026-07-13 00:09:42.330676+00:00,2026-07-13,train,False
126,scd_temp_c,spike,amplitude_mad_multiple,1.0,0.0133514404296875,179693,179693,1,2026-08-19 20:15:44.005754+00:00,2026-08-19 20:15:44.005754+00:00,2026-08-19,train,False
127,scd_temp_c,spike,amplitude_mad_multiple,1.0,0.0133514404296875,78639,78639,1,2026-07-15 09:09:12.918198+00:00,2026-07-15 09:09:12.918198+00:00,2026-07-15,test,False
128,scd_temp_c,spike,amplitude_mad_multiple,1.0,0.0133514404296875,181988,181988,1,2026-08-20 15:23:14.198356+00:00,2026-08-20 15:23:14.198356+00:00,2026-08-20,test,False
129,scd_temp_c,spike,amplitude_mad_multiple,1.0,0.0133514404296875,109436,109436,1,2026-07-26 01:47:50.716117+00:00,2026-07-26 01:47:50.716117+00:00,2026-07-26,test,False
130,scd_temp_c,spike,amplitude_mad_multiple,1.0,0.0133514404296875,208654,208654,1,2026-08-29 21:36:16.462066+00:00,2026-08-29 21:36:16.462066+00:00,2026-08-30,train,False
131,scd_temp_c,spike,amplitude_mad_multiple,1.0,0.0133514404296875,21923,21923,1,2026-06-25 15:35:48.710181+00:00,2026-06-25 15:35:48.710181+00:00,2026-06-25,train,False
132,scd_temp_c,spike,amplitude_mad_multiple,1.0,0.0133514404296875,35299,35299,1,2026-06-30 07:24:51.085157+00:00,2026-06-30 07:24:51.085157+00:00,2026-06-30,train,True
133,scd_temp_c,spike,amplitude_mad_multiple,2.0,0.0133514404296875,151842,151842,1,2026-08-09 19:15:50.869719+00:00,2026-08-09 19:15:50.869719+00:00,2026-08-09,train,False
134,scd_temp_c,spike,amplitude_mad_multiple,2.0,0.0133514404296875,105903,105903,1,2026-07-24 20:21:20.219805+00:00,2026-07-24 20:21:20.219805+00:00,2026-07-24,train,False
135,scd_temp_c,spike,amplitude_mad_multiple,2.0,0.0133514404296875,35457,35457,1,2026-06-30 08:43:51.098241+00:00,2026-06-30 08:43:51.098241+00:00,2026-06-30,train,False
136,scd_temp_c,spike,amplitude_mad_multiple,2.0,0.0133514404296875,173114,173114,1,2026-08-17 04:31:53.037368+00:00,2026-08-17 04:31:53.037368+00:00,2026-08-17,test,False
137,scd_temp_c,spike,amplitude_mad_multiple,2.0,0.0133514404296875,135595,135595,1,2026-08-04 03:52:19.011056+00:00,2026-08-04 03:52:19.011056+00:00,2026-08-04,train,False
138,scd_temp_c,spike,amplitude_mad_multiple,2.0,0.0133514404296875,244579,244579,1,2026-09-11 08:58:49.563474+00:00,2026-09-11 08:58:49.563474+00:00,2026-09-11,test,False
